Af_As_syn	Af_As_ns	Af_An_syn	Af_An_ns	As_An_syn	As_An_ns	As_syn_pol	As_ns_pol	Afr_syn_pol	Afr_ns_pol	len	stat	CDS
5	5	5	3	6	4	3	0	4	0	2007	2.19047619047619	rna5932_gene=ATMIN
2	1	1	1	1	0	4	1	1	1	1218	0.583333333333333	rna5936_gene=C3H16orf46
1	0	2	0	1	0	1	0	0	0	408	0.333333333333333	rna5937_gene=GCSH
0	0	1	3	1	3	1	1	0	1	348	2	rna5939_gene=LOC106782969
7	5	21	14	18	11	19	19	18	19	7152	0.529306220095694	rna5940_gene=LOC100069843
2	1	3	3	3	2	3	4	3	1	1641	2.06666666666667	rna5941_gene=BCO1
1	0	8	1	7	1	2	0	5	0	1632	0.583333333333333	rna5942_gene=GAN
1	0	5	0	4	0	2	0	2	0	2055	-0.4	rna5945_gene=CMIP
7	0	14	1	7	1	8	1	5	3	3798	0.7625	rna5946_gene=PLCG2
1	0	3	4	2	4	4	4	2	3	1182	2.10416666666667	rna5950_gene=SDR42E1
0	3	0	3	0	0	3	2	0	0	1155	0	rna5951_gene=HSD17B2
0	0	2	0	2	0	3	1	0	0	483	-1	rna5953_gene=MPHOSPH6
4	0	3	0	5	0	8	2	4	0	2139	1.15	rna5957_gene=CDH13
0	0	1	0	1	0	0	0	0	0	231	0	rna5958_gene=HSBP1
0	0	1	0	1	0	0	1	1	2	999	0.0833333333333333	rna5961_gene=MLYCD
3	2	6	4	5	2	7	5	1	3	1836	0.0238095238095237	rna5962_gene=OSGIN1
1	1	5	3	4	4	0	2	3	4	1113	0.533333333333333	rna5963_gene=NECAB2
3	0	8	2	7	2	4	2	2	3	1308	0.458333333333333	rna5964_gene=SLC38A8
3	0	7	1	4	1	7	1	7	1	3165	1.6	rna5965_gene=MBTPS1
3	2	1	2	2	2	0	3	1	1	1797	1.5625	rna5967_gene=DNAAF1
5	2	6	3	7	5	3	2	4	1	2982	1.76190476190476	rna5974_gene=TAF1C
6	1	6	2	4	1	1	2	2	3	1683	0.397619047619048	rna5975_gene=ADAD2
6	5	6	5	2	0	4	3	14	7	1521	0.952380952380952	rna5977_gene=KCNG4
0	2	0	3	0	1	1	2	1	2	921	2	rna5979_gene=WFDC1
2	0	3	5	3	5	6	2	9	3	2841	6.47222222222222	rna5982_gene=ATP2C2
5	2	9	4	12	4	1	2	1	5	1410	0.0897435897435898	rna5984_gene=TLDC1
2	0	7	1	5	1	1	0	5	0	1848	1.5	rna5990_gene=KLHL36
2	0	1	0	1	0	14	32	13	27	2481	0.325757575757576	rna5991_gene=USP10
5	0	8	2	7	2	5	0	1	0	1494	1.91666666666667	rna5992_gene=CRISPLD2
2	0	1	0	1	0	1	0	2	0	927	1.83333333333333	rna5993_gene=ZDHHC7
2	0	5	3	3	3	3	0	1	1	1236	3.33333333333333	rna5996_gene=KIAA0513
2	2	3	5	1	5	1	7	1	0	1032	3.5	rna5998_gene=FAM92B
10	1	18	2	14	3	8	3	10	1	5139	1.05933014354067	rna6000_gene=GSE1
1	0	0	0	1	0	0	0	0	0	363	1	rna6005_gene=GINS2
0	0	2	2	2	2	2	3	1	4	1101	0.4	rna6009_gene=C3H16orf74
0	3	7	7	7	4	0	0	0	0	855	-2.375	rna6010_gene=EMC8
0	1	1	0	1	1	0	0	1	0	510	0	rna6011_gene=COXIV
2	3	2	1	4	2	3	1	4	1	1284	0.2	rna6013_gene=IRF8
0	2	3	7	3	7	17	4	17	5	1524	2.4	rna6015_gene=FOXF1
0	1	5	4	5	3	1	5	0	2	1116	-0.166666666666667	rna6018_gene=MTHFSD
0	0	1	1	1	1	16	5	12	4	990	2.6	rna6020_gene=FOXC2
3	1	6	4	5	3	5	1	0	0	867	1.21428571428571	rna6021_gene=FOXL1
0	1	0	1	0	2	0	3	3	1	696	4.25	rna6023_gene=C3H16orf95
0	4	3	4	3	0	4	0	3	1	1371	-21.25	rna6026_gene=FBXO31
3	0	4	0	1	0	1	2	2	1	2805	0.466666666666667	rna6028_gene=ZCCHC14
4	0	5	8	7	8	12	8	17	8	2262	4.33611111111111	rna6029_gene=JPH3
3	1	6	2	3	1	3	1	3	2	1743	0.571428571428571	rna6030_gene=KLHDC4
1	0	3	0	2	0	2	0	3	0	1488	0.5	rna6031_gene=SLC7A5
0	1	0	5	0	6	2	0	2	2	912	21	rna6034_gene=CA5A
4	1	4	2	2	1	1	0	2	0	1845	2.33333333333333	rna6036_gene=BANP
4	6	8	6	7	4	3	2	3	2	1224	0.00370370370370376	rna6041_gene=LOC100050529
3	1	4	1	1	0	4	0	1	0	2880	0.8	rna6042_gene=ZC3H18
1	1	1	1	0	0	0	1	0	0	912	1	rna6043_gene=IL17C
3	0	3	0	2	0	0	0	0	0	585	0.333333333333333	rna6044_gene=LOC100049843
3	3	6	3	5	0	4	0	3	1	1224	-3.02380952380952	rna6045_gene=MVD
2	0	2	1	2	1	4	2	0	0	915	1.22222222222222	rna6047_gene=SNAI3
2	5	4	5	2	2	2	3	1	2	1659	0.0499999999999998	rna6051_gene=CTU2
9	7	20	15	11	8	24	6	12	8	7557	0.921957671957672	rna6059_gene=PIEZO1
2	1	2	2	0	1	1	0	2	1	1479	4.16666666666667	rna6061_gene=CDT1
0	0	3	2	3	2	4	0	3	0	489	1.75	rna6062_gene=APRT
6	0	9	1	3	1	0	2	3	1	1452	0.519047619047619	rna6063_gene=GALNS
1	0	3	0	2	0	0	0	0	1	420	-0.0416666666666667	rna6064_gene=TRAPPC2L
2	4	6	10	6	6	0	0	0	0	816	0.904761904761904	rna6069_gene=PABPN1L
1	1	7	7	8	6	6	3	4	1	2103	2.11111111111111	rna6071_gene=CBFA2T3
2	2	5	3	3	1	0	3	4	1	1758	1.54166666666667	rna6073_gene=ACSF3
2	1	5	5	3	4	5	2	2	2	2352	2.16666666666667	rna6074_gene=CDH15
1	5	1	5	0	0	2	4	1	0	780	4.8	rna6075_gene=SLC22A31
5	2	13	5	8	3	7	0	3	4	8004	-0.101587301587302	rna6077_gene=ANKRD11
5	1	5	2	2	1	1	0	2	0	2379	2.16666666666667	rna6080_gene=SPG7
1	0	2	1	1	1	0	0	2	0	636	2.5	rna6081_gene=RPL13
0	1	2	1	2	2	2	2	1	1	1596	-0.333333333333333	rna6082_gene=CPNE7
4	1	4	2	2	1	1	0	0	0	1233	1.13333333333333	rna6083_gene=DPEP1
1	0	2	1	1	1	1	1	1	0	498	1.83333333333333	rna6084_gene=CHMP1A
0	1	0	2	0	1	0	0	0	0	453	3	rna6085_gene=SPATA33
1	1	3	2	4	1	0	0	0	0	1173	0.15	rna6087_gene=CDK10
1	0	2	0	1	0	1	1	0	0	1221	0.333333333333333	rna6097_gene=SPATA2L
6	1	7	7	3	6	3	1	2	2	1998	3.92857142857143	rna6098_gene=VPS9D1
3	2	4	3	1	1	2	0	0	0	1593	1.55	rna6099_gene=ZNF276
6	6	10	12	4	6	3	7	2	1	4515	1.97272727272727	rna6100_gene=FANCA
2	1	3	2	1	1	2	0	1	0	1914	2.5	rna6101_gene=SPIRE2
2	1	7	3	5	2	10	0	0	0	2028	-1.33333333333333	rna6106_gene=TCF25
1	1	3	2	2	1	3	0	1	1	954	-0.583333333333333	rna6107_gene=MC1R
5	0	5	1	2	1	2	1	0	1	1338	0.916666666666667	rna6108_gene=DEF8
1	2	2	1	1	1	2	1	1	2	1629	-0.305555555555556	rna6109_gene=CENPBD1
2	8	3	6	3	2	4	2	1	1	1896	-2	rna6110_gene=LOC100052875
3	1	4	2	1	1	1	0	0	0	726	1.6	rna6111_gene=DBNDD1
3	0	5	1	2	1	2	0	0	0	1437	1.58333333333333	rna6113_gene=GAS8
1	0	1	0	0	0	1	1	0	1	357	0.75	rna6114_gene=LOC100053030
1	0	2	1	1	1	1	1	0	1	1179	0.833333333333333	rna6115_gene=PRDM7
2	2	2	4	0	4	14	25	17	15	2133	4.18269230769231	rna6117_gene=LOC100053318
8	4	9	6	3	2	4	10	5	10	2331	0.47020202020202	rna6118_gene=LOC100053365
4	6	8	6	4	0	15	10	5	5	948	-0.967676767676767	rna6119_gene=LOC100146535
0	3	0	7	0	8	8	29	9	34	657	3.78571428571429	rna6120_gene=LOC102149709
3	3	3	2	0	1	2	5	2	3	1455	1.0625	rna6121_gene=LOC102149773
1	4	0	4	1	4	2	2	1	1	7677	5	rna6125_gene=CENPE
1	0	0	0	1	0	1	3	0	0	738	1	rna6127_gene=BDH2
4	0	0	0	4	0	1	8	0	0	1614	1	rna6131_gene=SLC9B2
1	0	2	0	3	0	1	0	1	1	1542	-0.166666666666667	rna6132_gene=SLC9B1
2	5	4	8	2	5	3	1	3	3	2277	1.8	rna6135_gene=MANBA
4	2	7	4	3	2	3	0	1	0	2943	1.85	rna6136_gene=NFKB1
1	2	3	2	2	0	1	1	2	2	1344	-0.416666666666667	rna6137_gene=SLC39A8
2	4	5	8	5	8	2	6	2	4	2280	0.828571428571428	rna6138_gene=BANK1
2	0	3	0	3	0	0	0	0	0	1533	0.166666666666667	rna6140_gene=PPP3CA
1	1	1	1	0	2	0	1	0	1	792	1.5	rna6144_gene=EMCN
1	0	1	3	0	3	0	0	3	0	582	11.5	rna6147_gene=DDIT4L
0	1	0	1	0	0	0	0	0	0	327	1	rna6148_gene=LOC100146489
0	0	1	0	1	0	3	0	0	0	990	-1.5	rna6149_gene=DNAJB14
1	0	1	0	0	0	0	0	1	0	375	1.5	rna6151_gene=LAMTOR3
2	0	2	0	0	0	4	1	0	0	843	2	rna6152_gene=DAPP1
5	1	11	4	6	3	7	5	5	4	5475	0.817460317460317	rna6155_gene=LOC102150062
1	1	4	3	3	2	3	2	4	2	2685	1	rna6156_gene=MTTP
0	1	2	1	2	2	4	0	0	0	1137	-4.33333333333333	rna6164_gene=TRMT10A
0	0	1	1	1	1	0	2	1	4	1047	0.4	rna6165_gene=C3H4orf17
2	1	5	3	5	2	15	7	21	11	993	0.888888888888889	rna6167_gene=LOC100034242
1	1	3	5	4	4	6	16	5	19	1152	0.45	rna6168_gene=LOC100066438
1	1	1	3	0	2	1	1	1	2	648	3.33333333333333	rna6169_gene=METAP1
2	0	2	0	0	0	2	0	0	0	807	2.33333333333333	rna6173_gene=TSPAN5
0	0	3	0	3	0	3	0	0	1	1878	-2.875	rna6174_gene=RAP1GDS1
1	0	2	2	1	2	1	6	0	1	1362	0.785714285714286	rna6175_gene=STPG2
0	1	2	1	2	0	5	6	1	1	1176	-0.761904761904762	rna6177_gene=PDHA2
4	0	7	0	3	0	6	1	4	1	2853	0.4875	rna6178_gene=UNC5C
4	0	5	0	1	0	2	0	1	0	1509	1.23333333333333	rna6184_gene=BMPR1B
1	1	2	1	1	0	4	2	1	0	1791	0.5	rna6190_gene=PDLIM5
0	0	1	1	1	1	2	0	2	0	678	3	rna6197_gene=HPGDS
2	0	6	0	4	0	1	0	0	1	3087	-0.195238095238095	rna6200_gene=SMARCAD1
2	2	3	4	1	2	1	1	0	1	1179	1.125	rna6202_gene=ATOH1
0	0	2	6	2	6	1	3	3	0	2229	10	rna6204_gene=CCSER1
3	3	7	5	4	2	7	8	2	4	3672	0.0944444444444444	rna6205_gene=MMRN1
1	0	1	0	0	0	1	2	0	0	564	0.833333333333333	rna6206_gene=SNCA
3	1	5	5	2	4	5	8	0	1	2334	1.27777777777778	rna6214_gene=GPRIN3
0	0	1	0	1	0	5	1	3	0	1575	0.5	rna6215_gene=TIGD2
3	2	8	3	5	3	6	4	1	1	3117	0.327777777777778	rna6216_gene=FAM13A
1	1	6	3	5	2	6	1	4	1	3153	-0.321428571428572	rna6223_gene=HERC3
0	2	1	2	1	0	1	3	1	0	840	1.75	rna6224_gene=NAP1L5
0	0	1	2	1	2	0	1	0	0	216	1.75	rna6225_gene=PIGY
2	5	1	5	2	2	5	3	1	2	2778	0.5	rna6226_gene=HERC5
3	2	3	3	2	3	2	3	4	0	2898	5.4375	rna6229_gene=HERC6
0	2	2	1	2	1	0	1	3	2	1119	-0.277777777777778	rna6233_gene=PPM1K
0	0	1	1	1	1	0	0	1	0	2034	2	rna6235_gene=ABCG2
0	4	1	5	1	1	4	2	1	0	2691	-0.666666666666667	rna6242_gene=PKD2
0	1	0	3	0	2	4	2	1	1	942	5.66666666666667	rna6243_gene=SPP1
0	4	0	4	0	0	0	3	0	8	1449	-0.444444444444444	rna6244_gene=MEPE
0	1	2	4	2	3	2	4	2	1	933	2.1	rna6245_gene=IBSP
1	1	2	3	1	2	4	8	1	2	1560	1.16666666666667	rna6246_gene=DMP1
1	2	3	6	2	5	4	5	0	6	2352	0.666666666666667	rna6247_gene=DSPP
2	0	6	0	4	0	5	5	2	1	2040	0.0809523809523809	rna6254_gene=SPARCL1
0	1	2	2	2	1	2	1	0	0	1053	-1	rna6256_gene=NUDT9
0	1	1	2	1	1	1	1	0	0	903	0.5	rna6258_gene=HSD17B11
1	0	2	2	1	2	0	2	1	1	903	1.33333333333333	rna6259_gene=HSD17B13
0	0	3	0	3	0	0	1	0	1	1893	-0.25	rna6260_gene=KLHL8
5	4	6	6	3	6	2	5	0	1	3330	0.958333333333333	rna6262_gene=AFF1
0	1	1	1	1	0	0	0	0	0	354	-0.5	rna6264_gene=C3H4orf36
0	0	1	5	1	5	2	2	1	2	1134	4	rna6267_gene=SLC10A6
5	7	10	15	5	8	5	8	1	5	7521	0.595959595959596	rna6268_gene=PTPN13
0	0	4	0	4	0	0	1	0	3	1395	-0.35	rna6273_gene=MAPK10
2	2	2	2	2	0	2	1	1	1	2247	0	rna6276_gene=ARHGAP24
5	5	25	3	20	2	9	4	7	1	10584	-1.0989010989011	rna6281_gene=WDFY3
0	0	2	1	2	1	5	1	0	0	1383	-0.333333333333333	rna6287_gene=CDS1
1	0	1	0	2	0	6	7	6	6	1215	0.354166666666667	rna6288_gene=NKX6-1
5	9	6	9	1	1	1	6	0	2	624	0.285714285714286	rna6289_gene=LOC102150594
1	0	0	0	1	0	3	1	2	0	1314	3	rna6293_gene=GPAT3
1	0	0	0	1	0	2	2	0	2	1086	0.333333333333333	rna6294_gene=FAM175A
0	1	0	5	0	4	0	0	1	1	519	9	rna6295_gene=MRPS18C
6	4	8	6	2	2	6	6	2	1	3246	1.45238095238095	rna6298_gene=HELQ
1	1	1	1	0	0	2	0	2	0	1635	3	rna6304_gene=HPSE
2	1	2	0	0	1	1	0	1	0	330	3.33333333333333	rna6307_gene=LOC100630244
0	0	3	0	3	0	0	0	0	0	342	-0.5	rna6312_gene=PLAC8
0	0	1	0	1	0	0	0	1	0	1221	0.5	rna6313_gene=COPS4
1	0	2	0	1	0	0	1	2	0	2304	1	rna6316_gene=LIN54
1	2	5	2	4	0	2	3	2	1	2709	-0.225	rna6320_gene=THAP9
0	3	1	6	1	5	2	2	0	2	1344	0.166666666666667	rna6322_gene=SCD5
1	2	1	2	0	0	2	0	0	0	750	0	rna6323_gene=TMEM150C
0	0	1	2	1	2	1	0	0	1	786	1.75	rna6325_gene=ENOPH1
0	0	1	0	1	0	2	0	1	0	816	-0.5	rna6326_gene=HNRNPDL
1	0	1	0	0	0	2	0	0	1	1419	1.75	rna6332_gene=RASGEF1B
4	1	6	1	2	0	3	0	1	0	2289	0.304761904761905	rna6333_gene=PRKG2
1	0	4	1	5	1	1	1	1	3	1941	0.0333333333333333	rna6334_gene=BMP3
1	0	2	0	1	0	1	0	0	0	702	0.333333333333333	rna6335_gene=C3H4orf22
0	2	1	1	1	1	2	1	0	0	810	-2	rna6337_gene=FGF5
1	2	5	17	4	15	0	0	0	1	1488	3.2	rna6339_gene=PRDM8
2	0	5	0	3	0	3	0	0	0	1467	-0.166666666666667	rna6341_gene=ANTXR2
0	1	1	2	1	1	3	2	1	0	1662	1.66666666666667	rna6342_gene=GK2
1	2	2	2	1	0	0	0	1	0	690	1	rna6344_gene=NAA11
1	0	1	0	0	0	1	0	1	0	666	2	rna6348_gene=PAQR3
1	0	4	3	3	3	5	4	2	1	3387	1.8	rna6350_gene=BMP2K
0	1	1	1	1	0	1	0	0	1	972	-2.5	rna6351_gene=ANXA3
11	11	26	17	15	10	16	17	10	10	12036	0.371527777777778	rna6352_gene=FRAS1
1	0	3	0	2	0	1	0	0	0	1038	-0.0833333333333334	rna6357_gene=MRPL1
0	0	1	0	1	0	1	0	0	0	333	-0.5	rna6359_gene=CXCL13
1	1	0	1	1	0	3	0	0	0	1035	0	rna6361_gene=CCNG2
0	0	0	1	0	1	0	1	0	0	1134	2.5	rna6362_gene=CCNI
2	1	3	1	1	0	0	0	0	0	1299	0.333333333333333	rna6364_gene=SEPT11
0	2	6	2	6	0	6	3	1	2	1821	-4.71428571428571	rna6370_gene=SOWAHB
11	6	22	15	11	11	9	10	1	3	5262	0.7266139657444	rna6371_gene=SHROOM3
5	1	4	2	3	1	3	2	1	1	3351	0.822222222222222	rna6373_gene=CCDC158
1	1	2	3	1	4	0	2	1	0	1062	3.16666666666667	rna6379_gene=STBD1
1	1	2	2	3	3	1	3	0	2	1257	0.333333333333333	rna6380_gene=LOC100058193
1	1	1	1	0	0	1	2	1	0	1326	2	rna6382_gene=SCARB2
1	0	1	2	0	2	2	0	0	0	1518	9	rna6384_gene=NUP54
1	6	1	6	0	0	0	2	0	0	1188	2.66666666666667	rna6387_gene=ART3
0	3	0	3	0	0	0	0	1	0	303	5	rna6388_gene=CXCL11
0	1	0	2	0	1	1	0	0	0	315	3	rna6389_gene=CXCL10
1	0	0	1	1	1	1	2	0	0	381	2.33333333333333	rna6390_gene=CXCL9
1	1	1	2	2	1	4	2	1	0	2067	2.44444444444444	rna6391_gene=SDAD1
1	7	1	7	0	4	1	0	0	0	1218	6	rna6394_gene=NAAA
0	1	8	2	8	3	7	3	0	4	2259	-3.04444444444444	rna6395_gene=PPEF2
2	0	2	0	0	0	2	0	4	2	2913	2.55555555555556	rna6397_gene=USO1
1	0	2	0	1	0	1	1	0	0	1449	0.333333333333333	rna6398_gene=G3BP2
2	1	2	4	2	3	1	1	2	0	1536	5.66666666666667	rna6402_gene=CDKL2
0	0	1	1	1	1	0	0	0	0	465	1	rna6403_gene=C3H4orf26
0	1	0	1	0	0	1	1	0	0	672	1	rna6404_gene=THAP6
1	0	1	0	0	0	0	0	0	0	405	1	rna6407_gene=RCHY1
3	1	4	3	1	2	3	0	3	1	915	5.6	rna6411_gene=PARM1
1	0	0	0	1	0	3	0	1	0	537	2	rna6412_gene=BTC
0	1	1	0	1	1	3	1	0	0	744	-1.5	rna6414_gene=AREG
0	0	2	0	2	0	1	0	0	1	480	-1.16666666666667	rna6415_gene=EREG
0	1	0	1	0	0	1	2	0	0	465	1.33333333333333	rna6416_gene=EPGN
1	1	2	4	1	3	1	2	2	0	1257	5.66666666666667	rna6417_gene=MTHFD2L
0	1	0	1	0	0	0	0	1	0	228	3	rna6424_gene=CXCL2
2	0	3	0	1	0	0	0	0	0	336	0.416666666666667	rna6426_gene=LOC100630489
0	0	1	0	1	0	3	1	1	2	423	-0.666666666666667	rna6427_gene=PPBP
1	0	1	0	0	0	0	1	0	0	342	0.75	rna6428_gene=CXCL6
1	1	1	1	0	0	0	0	0	0	306	1	rna6429_gene=CXCL8
0	0	1	1	1	1	0	2	0	0	1014	1	rna6430_gene=RASSF6
3	2	3	4	0	2	3	4	1	2	1827	2.63333333333333	rna6434_gene=LOC100146271
0	2	3	3	3	1	3	1	1	0	1815	-3	rna6436_gene=AFM
0	1	0	1	0	0	5	0	0	1	1830	-5	rna6437_gene=AFP
2	1	1	1	1	0	3	0	0	0	1821	0.333333333333333	rna6438_gene=ALB
1	2	3	4	4	2	5	2	3	0	7659	3.2	rna6441_gene=ANKRD17
0	2	1	3	1	1	1	2	0	1	1014	-0.333333333333333	rna6445_gene=LOC100050172
0	0	0	1	0	1	0	0	0	0	636	3	rna6448_gene=LOC106782979
2	4	4	5	2	5	7	2	4	0	3132	6.88888888888889	rna6449_gene=LOC100050106
1	4	1	9	0	5	3	2	0	2	1251	6.33333333333333	rna6450_gene=NPFFR2
2	2	4	4	2	2	3	1	2	1	1467	1.5	rna6451_gene=GC
5	2	6	1	3	1	5	0	3	0	3171	1.14285714285714	rna6452_gene=SLC4A4
0	1	0	2	0	1	0	0	1	0	792	6	rna6453_gene=DCK
1	0	1	0	0	0	0	0	0	0	651	1	rna6454_gene=MOB1B
1	0	2	1	1	1	0	1	0	0	1209	0.916666666666667	rna6455_gene=GRSF1
2	1	2	3	0	2	2	0	1	1	1941	8.33333333333333	rna6458_gene=RUFY3
3	0	4	1	1	1	1	0	0	0	1434	1.9	rna6467_gene=UTP3
2	1	1	2	1	1	6	3	5	5	3435	2.08333333333333	rna6469_gene=ENAM
1	0	1	0	0	0	4	0	0	0	1269	3	rna6470_gene=AMBN
1	0	2	0	3	0	4	2	1	2	816	-0.194444444444445	rna6471_gene=AMTN
3	2	3	4	0	2	2	7	3	5	1566	1.67708333333333	rna6472_gene=MUC7
5	9	9	18	4	17	6	22	4	10	4038	1.45204216073781	rna6473_gene=LOC102147895
0	1	2	1	2	0	1	6	1	4	1176	-0.20952380952381	rna6475_gene=CABS1
0	2	0	6	0	4	0	0	0	1	558	5.5	rna6476_gene=CSN3
1	0	1	1	0	1	1	0	0	0	699	4	rna6477_gene=ODAM
0	0	1	2	1	2	0	1	0	0	669	1.75	rna6479_gene=PRR27
2	2	3	2	1	2	2	2	1	0	696	2	rna6481_gene=CSN1S2
1	1	4	2	3	1	1	1	0	1	702	-0.2	rna6484_gene=CSN2
0	1	0	3	0	2	1	0	0	1	615	4	rna6485_gene=CSN1S1
5	1	8	0	3	1	2	2	4	2	966	0.351851851851852	rna6486_gene=SULT1E1
0	1	0	2	0	1	0	0	0	0	840	3	rna6489_gene=LOC102148009
0	3	1	5	1	4	1	4	0	2	837	0.4	rna6490_gene=LOC100068197
3	2	7	2	4	2	1	2	3	3	2085	0.275	rna6495_gene=LOC100068176
0	2	2	3	2	1	7	8	2	2	1083	-0.740740740740741	rna6500_gene=LOC100068041
1	1	4	2	3	3	1	0	1	4	1593	0.24	rna6501_gene=LOC100146977
2	1	5	4	5	3	4	9	4	11	1590	0.347222222222222	rna6502_gene=LOC100068026
0	1	2	2	2	3	25	31	21	30	1590	0.168010752688172	rna6503_gene=LOC100068012
1	3	3	7	2	8	7	11	8	12	1590	2.05128205128205	rna6505_gene=LOC100067994
2	5	4	8	2	5	5	7	5	12	1587	0.830769230769231	rna6506_gene=LOC100066501
2	2	8	7	6	5	1	4	1	0	1593	1.72063492063492	rna6507_gene=LOC100066472
3	0	3	2	0	2	7	4	0	0	1593	5.15	rna6509_gene=LOC100066444
1	7	3	10	4	5	3	12	5	6	1587	1.4956043956044	rna6510_gene=LOC100066359
4	3	4	5	4	4	3	4	2	6	1587	0.674285714285714	rna6511_gene=LOC100066329
1	2	3	2	2	0	3	1	2	1	1269	-1.20833333333333	rna6517_gene=LOC100067483
1	0	3	2	4	2	3	5	3	5	1254	0.566666666666667	rna6518_gene=LOC100067463
0	0	0	1	0	1	1	2	1	0	1251	4.66666666666667	rna6519_gene=LOC100067439
0	0	0	1	0	1	1	0	0	1	1314	3	rna6520_gene=LOC100067393
1	2	1	2	0	0	2	3	2	2	1254	1.125	rna6521_gene=LOC100067368
1	2	1	1	0	1	2	3	2	2	1215	1.375	rna6522_gene=TMPRSS11A
1	1	1	1	0	2	4	3	2	2	1257	3.5	rna6523_gene=TMPRSS11D
1	0	3	0	2	0	2	3	0	1	1299	0	rna6524_gene=LOC100066273
1	0	1	0	0	0	1	0	0	0	789	1.5	rna6525_gene=GNRHR
3	0	5	0	2	0	2	1	2	2	3126	0.291666666666667	rna6526_gene=UBA6
0	1	2	1	2	0	0	0	0	0	894	-1	rna6527_gene=STAP1
3	5	4	6	3	3	4	4	1	6	2868	-0.1	rna6530_gene=CENPC
1	1	2	1	1	0	5	0	2	0	3054	-1	rna6532_gene=EPHA5
1	1	2	1	1	0	1	0	1	0	1092	0.333333333333333	rna6534_gene=TECRL
4	1	5	2	1	1	8	2	6	1	4632	3.55	rna6539_gene=ADGRL3
1	0	1	0	0	0	0	0	0	0	453	1	rna6541_gene=IGFBP7
1	0	3	0	2	0	4	0	3	0	3525	0.166666666666667	rna6542_gene=POLR2B
0	1	1	1	1	2	4	1	0	1	2088	-0.75	rna6543_gene=NOA1
0	1	5	1	5	2	2	2	1	1	3117	-1.16666666666667	rna6544_gene=REST
0	0	0	1	0	1	0	1	0	1	255	1.5	rna6545_gene=SPINK2
0	2	0	3	0	1	0	4	2	1	687	5.8	rna6546_gene=HOPX
1	0	2	5	3	5	0	5	0	2	1377	0.833333333333333	rna6547_gene=THEGL
0	0	1	0	1	0	0	0	0	0	372	0	rna6549_gene=ARL9
0	0	0	1	0	1	2	0	2	2	2016	5	rna6550_gene=SRP72
0	0	0	1	0	1	2	0	0	0	1278	5	rna6551_gene=PAICS
1	0	1	1	2	1	2	0	0	0	1668	1.5	rna6552_gene=PPAT
0	1	2	4	2	3	6	8	0	2	3300	0.0370370370370372	rna6554_gene=AASDH
0	2	2	12	2	10	7	1	0	1	3927	4.83333333333333	rna6562_gene=KIAA1211
0	0	3	0	3	0	2	1	5	0	3420	0.375	rna6563_gene=CEP135
0	0	5	0	5	0	2	1	2	0	2760	-0.75	rna6569_gene=EXOC1
0	1	1	0	1	1	1	0	1	1	522	-1.5	rna6574_gene=NMU
1	1	1	1	0	0	2	1	0	0	729	1	rna6575_gene=PDCL2
1	3	5	13	4	10	3	1	1	3	1392	1.56666666666667	rna6585_gene=TMEM165
1	0	5	1	4	1	3	1	0	3	954	-0.116666666666667	rna6586_gene=SRD5A3
3	2	4	2	5	0	4	1	3	0	3804	0.941666666666666	rna6588_gene=KDR
1	2	1	3	0	3	4	5	3	2	756	4.75	rna6591_gene=LOC100059683
1	2	6	2	5	0	1	2	5	1	2934	0.396825396825397	rna6594_gene=KIT
3	0	8	1	5	1	13	1	3	1	3270	1.02777777777778	rna6598_gene=PDGFRA
3	1	3	2	4	1	2	2	1	1	2202	0.65	rna6602_gene=LNX1
0	0	2	0	2	0	1	0	0	1	1812	-1.16666666666667	rna6611_gene=FIP1L1
1	1	3	2	2	1	5	3	4	1	2055	1.375	rna6612_gene=SCFD2
2	0	3	1	5	1	4	0	0	0	747	0.5	rna6614_gene=RASL11B
1	2	3	12	2	10	6	11	5	9	3183	3.21388888888889	rna6622_gene=LRRC66
1	1	3	8	2	7	3	2	3	0	2070	11.2222222222222	rna6629_gene=CWH43
0	0	1	0	1	0	0	1	0	1	465	0	rna6630_gene=OCIAD2
0	0	1	0	1	0	1	0	1	1	744	-0.5	rna6633_gene=OCIAD1
6	1	14	1	8	0	17	3	11	1	9045	0.0142857142857142	rna6635_gene=FRYL
0	2	1	3	1	1	3	0	1	0	1269	-4	rna6636_gene=SLC10A4
3	0	3	0	2	0	2	0	1	0	1614	0.75	rna6637_gene=SLAIN2
1	1	2	0	1	1	2	0	1	0	1896	0.666666666666667	rna6638_gene=TEC
3	0	7	0	4	0	4	1	3	0	1656	0.375	rna6642_gene=TXK
0	2	2	5	2	3	3	5	1	0	426	2.88888888888889	rna6646_gene=LOC102150050
0	0	1	0	1	0	3	0	0	0	2061	-1.5	rna6647_gene=CNGA1
1	3	5	3	6	2	6	2	2	4	2751	-3.26666666666667	rna6648_gene=NFXL1
2	8	3	8	3	6	10	8	6	2	3333	3.72222222222222	rna6650_gene=CORIN
3	1	8	4	7	3	10	10	6	10	4377	0.353535353535354	rna6652_gene=ATP10D
1	0	1	1	0	1	0	1	2	1	834	2.25	rna6653_gene=COMMD8
1	0	0	0	1	0	1	3	1	0	900	2	rna6654_gene=LOC106782983
0	1	2	1	2	0	2	2	1	0	1668	-0.333333333333333	rna6656_gene=GABRA4
0	0	0	1	0	1	5	1	0	2	2028	3.66666666666667	rna6665_gene=GUF1
